α,szMFGS,szMFGS′,occupancy
497.70235643321087,0.9079084725119078,0.9096414965155156,0.2520032288588584
572.236765935022,0.9057442048606577,0.9157985512141191,0.29074570220601925
657.9332246575682,0.8767070069253223,0.9215311261322883,0.33530757524926663
756.463327554629,0.791637074405795,0.9268688172524729,0.3865589100941438
869.7490026177834,0.7329211513599049,0.9318364503834103,0.44549829039249417
1000.0,0.7157336554123446,0.9363572538999698,0.5131945481000353
1149.7569953977356,0.7101088973399026,0.9388229043979754,0.5894444533023838
1321.9411484660286,0.7083361284325941,0.9308227952408742,0.6659916476219079
1519.9110829529332,0.707864005515307,0.9030042355428934,0.7269927561775248
1747.5284000076829,0.7077649285175923,0.8611193972561911,0.7678112340555965
2009.2330025650479,0.7077540160555811,0.8160828755803077,0.7941764223086409
2310.1297000831605,0.7077554919108928,0.7740676093145996,0.8118855151212451
2656.0877829466867,0.7077517909483103,0.7372869921686301,0.8244253626928426
3053.8555088334156,0.7077404356589212,0.7059926665393693,0.8337290347873955
3511.191734215131,0.7077225285999911,0.6796491689485576,0.8408966380155769
4037.017258596554,0.7076997367245511,0.6575046259730323,0.8465859559958486
4641.588833612777,0.7076735497925513,0.63882836910628,0.8512104244867572
5336.699231206308,0.7076451509906168,0.622989872896263,0.8550418118185182
6135.907273413176,0.7076154435917562,0.6094712736460304,0.8582658483793508
7054.8023107186455,0.7075851070213659,0.5978560343261952,0.8610137818669642
8111.308307896872,0.7075546489920909,0.5878115115649509,0.8633810647641883
9326.0334688322,0.7075244470449108,0.5790720765208415,0.8654388606392381
10722.672220103232,0.7074947800587574,0.5714248254145474,0.8672413790144489
12328.467394420659,0.7074658518038306,0.5646981379598333,0.8688306974274399
14174.741629268048,0.7074378085404844,0.5587527429258469,0.8702400195101543
16297.508346206434,0.7074107522471705,0.5534748142153925,0.8714959306582971
18738.17422860383,0.707384750649144,0.5487706508416629,0.872619994075445
21544.346900318822,0.707359844894439,0.5445625712671807,0.8736299023499984
24770.76355991709,0.7073360554846707,0.5407857323732995,0.8745403230722683
28480.35868435799,0.707313386897862,0.537385651625702,0.8753635297235434
32745.491628777316,0.7072918312201154,0.5343162651734339,0.8761098791958724
37649.35806792471,0.7072713710179066,0.5315383960760485,0.8767881780021665
43287.612810830615,0.7072519816223914,0.5290185380285289,0.877405966512649
49770.23564332114,0.7072336329538814,0.5267278832166609,0.8779697420081554
57223.676593502205,0.7072162909834635,0.5246415402520492,0.8784851355018953
65793.32246575682,0.7071999189059289,0.522737901041664,0.8789570532285755
75646.3327554629,0.7071844780813206,0.5209981250920999,0.8793897908454229
86974.90026177834,0.7071699287899672,0.5194057169889178,0.8797871263518781
100000.0,0.7071562308362723,0.5179461782547021,0.8801523962616474
