T,szG,sz1DMFGS,sz2DMFGS,sz3DMFGS
343.001,0.009759157872117952,0.05423131347336482,0.0768370289511632,0.09401708898602087
344.001,0.009730795483976318,0.054076838962661744,0.07661954649130381,0.09375287602046756
345.001,0.009702597452897477,0.053923238359973646,0.07640328203072466,0.09349012650213112
346.001,0.009674562354538868,0.05377050430100411,0.07618822544837894,0.0932288284544513
347.001,0.009646688780966695,0.05361862950362001,0.07597436673410612,0.09296897002949248
348.001,0.009618975340420166,0.053467606766714804,0.07576169598712992,0.09271053950624572
349.001,0.00959142065708013,0.05331742896908859,0.07555020341458243,0.09245352528895787
350.001,0.009564023370841085,0.05316808906834833,0.07533987933005054,0.09219791590548707
351.001,0.009536782137088168,0.05301958009982477,0.0751307141521452,0.0919437000056813
352.001,0.009509695626476744,0.05287189517550797,0.07492269840309546,0.09169086635978563
353.001,0.009482762524716443,0.052725027482999565,0.07471582270736221,0.09143940385687077
354.001,0.009455981532358687,0.05257897028448272,0.07451007779027646,0.09118930150328758
355.001,0.009429351364587807,0.05243371691570836,0.07430545447669665,0.0909405484211443
356.001,0.009402870751015785,0.05228926078499799,0.07410194368968934,0.09069313384680833
357.001,0.009376538435479975,0.05214559537226238,0.07389953644922931,0.09044704712942886
358.001,0.009350353175844955,0.05200271422803662,0.07369822387092057,0.09020227772948478
359.001,0.009324313743807072,0.051860610972529975,0.07349799716473746,0.08995881521735158
360.001,0.009298418924702623,0.05171927929469167,0.0732988476337845,0.08971664927189216
361.001,0.009272667517318978,0.05157871295129085,0.07310076667307755,0.08947576967906881
362.001,0.009247058333708785,0.05143890576601204,0.07290374576834138,0.08923616633057463
363.001,0.009221590199007756,0.05129985162856421,0.07270777649482799,0.08899782922248684
364.001,0.00919626195125453,0.05116154449380461,0.07251285051615225,0.08876074845394097
365.001,0.009171072441214567,0.05102397838087602,0.07231895958314527,0.08852491422582259
366.001,0.009146020532206312,0.05088714737235783,0.07212609553272642,0.08829031683948152
367.001,0.009121105099929833,0.05075104561343044,0.07193425028679151,0.08805694669546218
368.001,0.009096325032299235,0.05061566731105291,0.07174341585111854,0.08782479429225551
369.001,0.009071679229277124,0.050481006733153144,0.07155358431429104,0.08759385022506888
370.001,0.00904716660271171,0.050347058207831114,0.07136474784663546,0.08736410518461177
371.001,0.009022786076176681,0.050213816122574306,0.07117689869917765,0.08713554995590339
